name,subdir,N,E,N_types,specificity,degree_mean,degree_hetero,max_edges,clustering_coeff,max_chordless_cycle,self_assembly_probability,tree_num,guided_assembly_probability,tree_depth,tree_leaves,tree_N
0_1_16_13_12_22_4_21_8_17_16_19_5_2_3_4_18_19_4_15_4_19_8_5_20_9_9_9_9_8,bl_2,35,34,8,0.9224489795918368,1.9428571428571428,4.0,32,0.0,0,,,,,,
0_1_7_13_17_6_10_2_2_15_18_8_5_8_4_9_4_19_17_8_20,bl_2,35,34,8,0.93265306122449,1.9428571428571428,4.171428571428572,32,0.0,0,,,,,,
0_1_7_2_18_12_18_20_13_8_21_3_9_18_20,bl_2,20,19,9,0.928125,1.9,4.0,17,0.0,0,,,,,,
0_1_7_18_12_21_20_18_2_11_20_17_2_17_9_9_9_20,bl_2,30,29,8,0.9476190476190476,1.933333333333333,4.2,27,0.0,0,,,,,,
0_1_16_10_3_10_7_2_16_6_8_5,bl_2,17,16,8,0.9117647058823528,1.8823529411764703,4.0,14,0.0,0,,,,,,
0_1_21_18_3_15_2_16_7_13_9_9_5_4_8_19_4_20_17_9,bl_2,28,27,9,0.921875,1.9285714285714288,4.0,25,0.0,0,,,,,,
0_1_14_2_5_13_15_6_12_3_8_22_9_20_17,bl_2,20,19,9,0.928125,1.9,4.0,17,0.0,0,,,,,,
0_1_16_2_2_18_20_20_21_8_22_19_19_20_15_5_9_9_8,bl_2,33,32,7,0.946969696969697,1.93939393939394,4.181818181818182,30,0.0,0,,,,,,
0_1_21_18_17_7_13_8_2_4_15_15_5_5_8_9_2_20_8_17,bl_2,32,31,8,0.9441964285714286,1.9375,4.1875,29,0.0,0,,,,,,
0_1_16_7_10_10_2_15_21_18_5_8_4_17_3_5_8_9,bl_2,22,21,8,0.9285714285714286,1.9090909090909087,4.0,19,0.0,0,,,,,,
0_1_12_18_13_3_21_9_16_22_16_9_20_3_5,bl_2,13,12,7,0.9294871794871796,1.8461538461538465,3.5384615384615383,10,0.0,0,,,,,,
0_1_3_13_16_10_22_14_8_3_6_20,bl_2,10,9,8,0.9142857142857144,1.8,3.4,7,0.0,0,,,,,,
0_1_6_7_13_10_17_2_4_20_16_19_8_2_14_4_14_8_20_9_8,bl_2,35,34,8,0.93265306122449,1.9428571428571428,4.171428571428572,32,0.0,0,,,,,,
0_1_12_12_17_7_2_2_21_18_17_19_5_4_17_9_8_4_18_8_5_4_4_14_19_4_14_4_16_4_18_20_8_9_9_8_9_9_9,bl_2,58,57,8,0.9211822660098522,1.9655172413793105,4.103448275862069,55,0.0,0,,,,,,
0_1_19_22_19_10_4_19_9_6_2_16_3_20_4_17_9_4_18_20_8_9_9,bl_2,30,29,9,0.9208333333333334,1.933333333333333,4.0,27,0.0,0,,,,,,
0_1_17_22_14_4_2_6_10_3_20_4_5_17_8_19_15_9_9_8,bl_2,24,23,9,0.9244791666666666,1.9166666666666667,4.0,21,0.0,0,,,,,,
0_1_17_11_6_11_22_20_18_8_2_5_15_8_2_18_8_20,bl_2,30,29,8,0.9476190476190476,1.933333333333333,4.2,27,0.0,0,,,,,,
0_1_10_16_7_13_3_2_19_4_18_8_9_4_6_19_20_9,bl_2,25,24,9,0.9125,1.92,4.0,22,0.0,0,,,,,,
0_1_18_21_10_3_16_8_20_3_22_16_5_9,bl_2,13,12,7,0.9294871794871796,1.8461538461538465,3.5384615384615383,10,0.0,0,,,,,,
0_1_21_10_18_17_5_2_22_2_9_5_18_20_19_16_20_8_8_8,bl_2,33,32,7,0.946969696969697,1.93939393939394,4.181818181818182,30,0.0,0,,,,,,
0_1_21_14_15_13_20_22_5_2_9_19_9_18_9_3_20,bl_2,23,22,8,0.937888198757764,1.9130434782608696,4.0,20,0.0,0,,,,,,
0_1_14_10_21_3_10_8_20_22_16_17_8_2_17_9_5_4_19_4_8_16_8_5,bl_2,27,26,8,0.9312169312169312,1.9259259259259256,4.0,24,0.0,0,,,,,,
0_1_12_17_11_7_6_2_14_8_20_2_18_4_16_4_4_19_8_16_8_4_16_20_8_9_8,bl_2,43,42,8,0.925249169435216,1.9534883720930232,4.1395348837209305,40,0.0,0,,,,,,
0_1_21_17_13_16_3_2_4_18_15_20_5_7_8_8_9,bl_2,22,21,9,0.9261363636363636,1.9090909090909087,4.0,19,0.0,0,,,,,,
0_1_16_11_6_12_22_16_20_8_3_3,bl_2,10,9,8,0.9142857142857144,1.8,3.4,7,0.0,0,,,,,,
0_1_18_12_13_3_7_3_6,bl_2,7,6,4,1.0476190476190477,1.7142857142857142,3.142857142857143,4,0.0,0,,,,,,
0_1_2_10_10_14_20_3_21_7_16_9_8_16_5,bl_2,20,19,9,0.928125,1.9,4.0,17,0.0,0,,,,,,
0_1_16_7_21_5_11_19_3_2_18_8_4_9_9_18_4_9_20_19,bl_2,28,27,9,0.921875,1.9285714285714288,4.0,25,0.0,0,,,,,,
0_1_15_13_22_21_19_17_3_3_9_20_20_8,bl_2,13,12,6,0.9615384615384616,1.8461538461538465,3.5384615384615383,10,0.0,0,,,,,,
0_1_21_10_8_16_4_17_4_17_17_2_19_4_14_2_19_5_8_5_9_7_9_4_9_9_18_20_8,bl_2,42,41,8,0.9319727891156462,1.9523809523809523,4.142857142857143,39,0.0,0,,,,,,
0_1_14_21_13_3_17_22_9_14_3_8_4_5_4_16_8_9_15_4_18_4_18_20_9_8,bl_2,21,20,7,0.9087301587301588,1.9047619047619049,3.7142857142857135,18,0.0,0,,,,,,
0_1_12_19_6_10_3_7_2_18_8_20,bl_2,17,16,9,0.9154411764705882,1.8823529411764703,4.0,14,0.0,0,,,,,,
0_1_12_18_6_10_3_7_3,bl_2,7,6,4,1.0476190476190477,1.7142857142857142,3.142857142857143,4,0.0,0,,,,,,
0_1_3_22_5_13_8_17_16_2_9_6_20_18,bl_2,20,19,9,0.928125,1.9,4.0,17,0.0,0,,,,,,
0_1_14_7_2_2_19_16_21_4_19_4_8_10_8_15_8_4_19_16_8_20_5_5_8_9,bl_2,40,39,8,0.9339285714285714,1.95,4.15,37,0.0,0,,,,,,
0_1_13_13_16_22_20_16_2_20_21_20_15_16_3_9_8_9,bl_2,23,22,7,0.9528985507246376,1.9130434782608696,4.0,20,0.0,0,,,,,,
0_1_22_4_2_8_20_6_5_16_13_18_16_16_3_9_8,bl_2,22,21,9,0.9261363636363636,1.9090909090909087,4.0,19,0.0,0,,,,,,
0_1_7_2_15_19_6_3_4_16_13_5_10_8_8,bl_2,21,20,8,0.9149659863945578,1.9047619047619049,4.0,18,0.0,0,,,,,,
0_1_19_2_12_20_2_11_4_9_17_18_22_14_16_5_4_15_9_6_5_8_9_9,bl_2,38,37,8,0.9360902255639098,1.947368421052632,4.157894736842105,35,0.0,0,,,,,,
0_1_6_13_15_2_16_12_2_9_16_5_9_7_4_16_9_4_20_14_9,bl_2,35,34,8,0.93265306122449,1.9428571428571428,4.171428571428572,32,0.0,0,,,,,,
0_1_21_3_3_17_19_10_5_8_22_15_5_8,bl_2,13,12,6,0.9307692307692308,1.8461538461538465,3.5384615384615383,10,0.0,0,,,,,,
0_1_21_15_22_9_14_18_2_19_3_9_5_4_19_9_4_4_16_14_8_8_4_19_8_5_5_8,bl_2,35,34,7,0.9333333333333332,1.9428571428571428,4.0,32,0.0,0,,,,,,
0_1_11_15_7_12_21_8_15_3_2_20_19_5_9,bl_2,20,19,9,0.928125,1.9,4.0,17,0.0,0,,,,,,
0_1_19_10_2_10_16_9_22_14_9_3_21_9_19_5_5_20,bl_2,23,22,8,0.937888198757764,1.9130434782608696,4.0,20,0.0,0,,,,,,
0_1_22_16_16_3_11_8_4_5_21_5_15_8_3_17_9,bl_2,15,14,6,0.9266666666666666,1.8666666666666667,3.6,12,0.0,0,,,,,,
0_1_19_3_2_6_17_20_12_12_7_8,bl_2,17,16,9,0.9154411764705882,1.8823529411764703,4.0,14,0.0,0,,,,,,
0_1_17_3_10_3_12_6_22_15_4_15_4_19_5_9_8_8,bl_2,14,13,7,0.9107142857142856,1.8571428571428568,3.571428571428572,11,0.0,0,,,,,,
0_1_14_21_9_13_5_16_7_3_2_16_20_8,bl_2,20,19,9,0.928125,1.9,4.0,17,0.0,0,,,,,,
0_1_6_19_3_22_2_16_15_8_8_20_5_10,bl_2,20,19,9,0.928125,1.9,4.0,17,0.0,0,,,,,,
0_1_10_16_13_2_5_6_9_2_16_19_20_8_22_16_5_8,bl_2,30,29,8,0.9476190476190476,1.933333333333333,4.2,27,0.0,0,,,,,,
0_1_18_12_13_3_22_19_5_6_3_8,bl_2,10,9,7,0.9083333333333332,1.8,3.4,7,0.0,0,,,,,,
0_1_7_15_11_3_11_2_4_15_14_5_6_9_8,bl_2,21,20,8,0.9149659863945578,1.9047619047619049,4.0,18,0.0,0,,,,,,
0_1_13_15_21_5_3_18_11_3_9_22_5_9_15,bl_2,13,12,6,0.9307692307692308,1.8461538461538465,3.5384615384615383,10,0.0,0,,,,,,
0_1_17_6_7_12_13_2_9_20_3_16,bl_2,17,16,9,0.9154411764705882,1.8823529411764703,4.0,14,0.0,0,,,,,,
0_1_14_3_7_11_11_2_19_21_18_4_9_9_19_5_20_8,bl_2,22,21,9,0.9261363636363636,1.9090909090909087,4.0,19,0.0,0,,,,,,
0_1_11_18_21_4_5_16_18_9_8_10_3_22_15_5_2_19_8_4_19_4_15_9_20_8_9,bl_2,33,32,8,0.9242424242424242,1.93939393939394,4.0,30,0.0,0,,,,,,
0_1_13_2_13_15_6_19_2_8_5_15_4_5_19_9_7_8,bl_2,31,30,7,0.9435483870967742,1.935483870967742,4.193548387096774,28,0.0,0,,,,,,
0_1_12_13_15_6_3_3_22_8_18_5,bl_2,10,9,7,0.9083333333333332,1.8,3.4,7,0.0,0,,,,,,
0_1_16_7_2_12_3_9_10_14_20_21_15_20_8,bl_2,20,19,9,0.928125,1.9,4.0,17,0.0,0,,,,,,
0_1_19_12_12_21_20_14_22_17_5_8_2_4_15_19_4_19_4_5_16_3_9_8_9_8_8,bl_2,35,34,8,0.9224489795918368,1.9428571428571428,4.0,32,0.0,0,,,,,,
0_1_7_3_16_3_21_8_17_11_20,bl_2,10,9,8,0.9142857142857144,1.8,3.4,7,0.0,0,,,,,,
0_1_18_7_6_13_11_2_2_16_15_9_20_20_8,bl_2,27,26,8,0.9444444444444444,1.9259259259259256,4.222222222222222,24,0.0,0,,,,,,
0_1_2_10_2_9_20_12_17_9_21_17_15_9_20_20_15_22_8_5_18,bl_2,33,32,7,0.946969696969697,1.93939393939394,4.181818181818182,30,0.0,0,,,,,,
0_1_3_22_19_4_20_10_17_3_21_17_15_8_4_9_5_8_19_8,bl_2,17,16,7,0.9166666666666669,1.8823529411764703,3.647058823529412,14,0.0,0,,,,,,
0_1_22_11_20_6_14_2_4_16_18_2_19_5_8_5_8_18_9_8,bl_2,34,33,8,0.9411764705882352,1.9411764705882355,4.176470588235294,31,0.0,0,,,,,,
0_1_11_16_3_21_12_18_7_9_5_2_4_18_9_19_9_5,bl_2,24,23,8,0.9285714285714286,1.9166666666666667,4.0,21,0.0,0,,,,,,
0_1_13_16_12_2_21_16_20_19_2_9_15_22_5_8_8_15_8_4_17_9_5_4_15_5_9,bl_2,41,40,7,0.9329268292682926,1.951219512195122,4.146341463414634,38,0.0,0,,,,,,
0_1_15_13_21_5_14_7_3_8_12_3,bl_2,10,9,7,0.9083333333333332,1.8,3.4,7,0.0,0,,,,,,
0_1_6_2_5_12_18_10_7_2_5_18_18_8_8,bl_2,27,26,7,0.9475308641975309,1.9259259259259256,4.222222222222222,24,0.0,0,,,,,,
0_1_13_2_5_14_12_8_22_21_3_17_18_18_8_9_5_5,bl_2,23,22,7,0.9420289855072465,1.9130434782608696,4.0,20,0.0,0,,,,,,
0_1_12_11_18_7_21_19_2_14_9_3_20_8_5,bl_2,20,19,9,0.928125,1.9,4.0,17,0.0,0,,,,,,
0_1_15_3_6_2_22_17_4_11_15_4_9_4_9_20_19_9_14_17_9_8_4_9_16_4_14_9_4_16_5_9,bl_2,42,41,9,0.9166666666666666,1.9523809523809523,4.0,39,0.0,0,,,,,,
0_1_14_21_12_14_3_8_22_19_2_16_5_5_8_8_5,bl_2,23,22,7,0.9420289855072465,1.9130434782608696,4.0,20,0.0,0,,,,,,
0_1_13_2_7_4_4_21_12_14_4_17_17_14_8_14_14_4_18_9_5_4_5_19_3_9_9_8_9_8,bl_2,38,37,8,0.9285714285714286,1.947368421052632,4.0,35,0.0,0,,,,,,
0_1_14_12_21_7_9_4_4_2_14_17_9_3_8_8_11_16_4_16_18_4_16_4_14_20_5_8_9_9,bl_2,32,31,9,0.919921875,1.9375,4.0,29,0.0,0,,,,,,
0_1_2_4_20_14_12_19_16_6_10_7_8_2_16_5_9_8,bl_2,31,30,8,0.9377880184331796,1.935483870967742,4.193548387096774,28,0.0,0,,,,,,
0_1_11_15_11_7_2_16_6_20_9_3,bl_2,17,16,9,0.9154411764705882,1.8823529411764703,4.0,14,0.0,0,,,,,,
0_1_22_15_18_3_8_5_2_9_4_5_12_9_18_18_21_4_20_9_8_18_19,bl_2,29,28,8,0.9285714285714286,1.9310344827586208,4.0,26,0.0,0,,,,,,
0_1_14_11_7_2_4_13_2_14_9_8_6_20_18_8_20_16,bl_2,31,30,8,0.9377880184331796,1.935483870967742,4.193548387096774,28,0.0,0,,,,,,
0_1_13_15_10_7_3_2_14_5_8_21_17_5_9,bl_2,20,19,8,0.9285714285714286,1.9,4.0,17,0.0,0,,,,,,
0_1_11_21_16_8_11_22_18_5_5_15_9_3_2_8_16_5,bl_2,23,22,7,0.9420289855072465,1.9130434782608696,4.0,20,0.0,0,,,,,,
0_1_19_13_3_13_22_21_3_17_18_20_9_9_20,bl_2,13,12,6,0.9615384615384616,1.8461538461538465,3.5384615384615383,10,0.0,0,,,,,,
0_1_13_17_12_21_3_14_9_5_7_2_19_8_20,bl_2,20,19,9,0.928125,1.9,4.0,17,0.0,0,,,,,,
0_1_15_11_2_17_9_2_6_9_13_14_7_5_20,bl_2,27,26,8,0.9444444444444444,1.9259259259259256,4.222222222222222,24,0.0,0,,,,,,
0_1_16_6_3_22_5_8_12_3_16,bl_2,10,9,7,0.9083333333333332,1.8,3.4,7,0.0,0,,,,,,
0_1_11_13_3_17_21_4_19_18_5_22_18_8_20_9_8_2_19_4_9_16_5_9,bl_2,29,28,8,0.9285714285714286,1.9310344827586208,4.0,26,0.0,0,,,,,,
0_1_19_13_7_21_13_2_9_16_20_16_3_9_20,bl_2,20,19,9,0.928125,1.9,4.0,17,0.0,0,,,,,,
0_1_2_22_11_2_20_4_5_21_18_9_20_20_18_15_18_9_8_15_18_8_9,bl_2,35,34,7,0.9428571428571428,1.9428571428571428,4.171428571428572,32,0.0,0,,,,,,
0_1_13_15_22_4_14_3_15_5_2_21_5_8_8_16_8_8_16_5,bl_2,25,24,7,0.94,1.92,4.0,22,0.0,0,,,,,,
0_1_19_21_13_9_16_2_14_9_2_15_22_20_16_20_20_20_8_8,bl_2,33,32,6,0.9606060606060606,1.93939393939394,4.181818181818182,30,0.0,0,,,,,,
0_1_7_13_10_3_14_3_21_16_8_5,bl_2,10,9,7,0.9083333333333332,1.8,3.4,7,0.0,0,,,,,,
0_1_18_7_12_21_12_17_5_3_9_3,bl_2,10,9,7,0.9083333333333332,1.8,3.4,7,0.0,0,,,,,,
0_1_6_15_3_3_13_11_7,bl_2,7,6,4,1.0476190476190477,1.7142857142857142,3.142857142857143,4,0.0,0,,,,,,
0_1_17_13_2_12_14_22_8_3_16_6_5_9_20,bl_2,20,19,9,0.928125,1.9,4.0,17,0.0,0,,,,,,
0_1_12_16_2_11_5_9_19_6_7_2_19_5_9,bl_2,27,26,7,0.9475308641975309,1.9259259259259256,4.222222222222222,24,0.0,0,,,,,,
0_1_14_3_12_6_3_13_7,bl_2,7,6,4,1.0476190476190477,1.7142857142857142,3.142857142857143,4,0.0,0,,,,,,
0_1_16_12_7_2_5_15_2_14_5_11_8_21_4_4_20_15_14_9_15_9_8_9,bl_2,34,33,8,0.9411764705882352,1.9411764705882355,4.176470588235294,31,0.0,0,,,,,,
0_1_2_6_11_11_2_20_7_20_19_16_9_16_8,bl_2,27,26,8,0.9444444444444444,1.9259259259259256,4.222222222222222,24,0.0,0,,,,,,
0_1_21_8_2_13_17_20_3_18_17_5_9_22_19_8_5,bl_2,23,22,8,0.937888198757764,1.9130434782608696,4.0,20,0.0,0,,,,,,
0_1_22_20_9_2_5_14_19_21_15_19_5_9_8_2_5_19_8,bl_2,33,32,7,0.946969696969697,1.93939393939394,4.181818181818182,30,0.0,0,,,,,,
0_1_6_14_7_10_3_10_2_19_20_9,bl_2,17,16,9,0.9154411764705882,1.8823529411764703,4.0,14,0.0,0,,,,,,
0_1_22_6_3_5_11_18_9_16_2_15_8_5,bl_2,20,19,8,0.9285714285714286,1.9,4.0,17,0.0,0,,,,,,
0_1_3_16_6_2_11_18_7_4_11_17_4_20_16_9_8_9,bl_2,25,24,9,0.9125,1.92,4.0,22,0.0,0,,,,,,
0_1_10_2_22_2_8_8_19_4_18_17_20_4_15_6_8_20_20_14_19_9_9,bl_2,38,37,8,0.9360902255639098,1.947368421052632,4.157894736842105,35,0.0,0,,,,,,
0_1_3_6_18_3_12_11_22_16_8_20,bl_2,10,9,8,0.9142857142857144,1.8,3.4,7,0.0,0,,,,,,
0_1_13_11_15_6_3_2_20_16_7_8,bl_2,17,16,9,0.9154411764705882,1.8823529411764703,4.0,14,0.0,0,,,,,,
0_1_17_10_10_2_15_21_7_16_5_3_5_9_9,bl_2,20,19,8,0.9285714285714286,1.9,4.0,17,0.0,0,,,,,,
0_1_21_10_20_22_9_17_16_16_2_14_4_4_4_3_16_16_18_8_4_16_9_20_4_15_4_18_4_14_20_9_8_9_9_8_9_9,bl_2,43,42,7,0.936046511627907,1.9534883720930232,4.0,40,0.0,0,,,,,,
0_1_18_12_12_22_3_14_4_15_8_4_20_15_3_6_9_9,bl_2,14,13,8,0.9081632653061223,1.8571428571428568,3.571428571428572,11,0.0,0,,,,,,
0_1_3_21_22_9_8_2_8_16_18_15_15_4_20_20_9_17_20,bl_2,27,26,7,0.9475308641975309,1.9259259259259256,4.0,24,0.0,0,,,,,,
0_1_6_10_15_3_12_2_19_8_20_22_8_18_20,bl_2,20,19,9,0.928125,1.9,4.0,17,0.0,0,,,,,,
0_1_3_17_11_2_20_11_18_6_9_22_19_9_4_19_8_4_5_8_14,bl_2,24,23,9,0.9244791666666666,1.9166666666666667,4.0,21,0.0,0,,,,,,
0_1_12_19_12_2_7_20_19_8_21_2_16_9_8_16_20_4_4_4_16_19_17_5_8_9_8,bl_2,36,35,8,0.9384920634920636,1.9444444444444444,4.166666666666667,33,0.0,0,,,,,,
0_1_11_7_19_3_12_3_21_19_4_8_17_5_8,bl_2,12,11,7,0.9097222222222222,1.8333333333333333,3.5,9,0.0,0,,,,,,
0_1_7_12_19_6_3_3_13,bl_2,7,6,4,1.0476190476190477,1.7142857142857142,3.142857142857143,4,0.0,0,,,,,,
0_1_3_6_16_10_2_11_15_5_22_15_5_8_9,bl_2,20,19,8,0.9285714285714286,1.9,4.0,17,0.0,0,,,,,,
0_1_18_13_2_2_22_4_20_21_20_16_16_17_16_18_20_20_8_9_8_8_9,bl_2,37,36,6,0.954054054054054,1.945945945945946,4.162162162162162,34,0.0,0,,,,,,
0_1_21_13_14_19_20_9_22_4_18_3_15_9_8_2_8_4_20_20_9_16_17,bl_2,27,26,7,0.9475308641975309,1.9259259259259256,4.0,24,0.0,0,,,,,,
0_1_13_19_3_13_3_22_17_6_8_20,bl_2,10,9,8,0.9142857142857144,1.8,3.4,7,0.0,0,,,,,,
0_1_10_17_6_3_3_13_7,bl_2,7,6,4,1.0476190476190477,1.7142857142857142,3.142857142857143,4,0.0,0,,,,,,
0_1_16_3_21_10_2_18_9_18_22_9_5_18_9_5_4_18_4_18_5_8_9,bl_2,31,30,7,0.935483870967742,1.935483870967742,4.0,28,0.0,0,,,,,,
0_1_15_7_21_19_2_18_8_13_4_17_2_16_5_8_8_8_4_15_4_4_9_16_14_8_20_8_5,bl_2,44,43,8,0.9301948051948052,1.9545454545454544,4.136363636363637,41,0.0,0,,,,,,
0_1_11_6_13_2_18_19_9_20_3_22_15_5_8,bl_2,20,19,9,0.928125,1.9,4.0,17,0.0,0,,,,,,
0_1_10_13_21_20_9_2_20_17_17_9_19_22_2_17_16_9_5_9_20,bl_2,33,32,7,0.946969696969697,1.93939393939394,4.181818181818182,30,0.0,0,,,,,,
0_1_2_3_11_15_18_22_14_8_8_20_5_6,bl_2,20,19,9,0.928125,1.9,4.0,17,0.0,0,,,,,,
0_1_21_2_3_10_5_4_4_9_20_17_8_9_15_14_14_17_22_20_17_9_9,bl_2,31,30,8,0.9262672811059908,1.935483870967742,4.0,28,0.0,0,,,,,,
0_1_12_7_12_21_2_14_18_5_16_8_2_8_9_17_4_19_4_14_8_20_8_5,bl_2,36,35,8,0.9384920634920636,1.9444444444444444,4.166666666666667,33,0.0,0,,,,,,
0_1_21_16_3_7_8_18_13_5_3,bl_2,10,9,7,0.9083333333333332,1.8,3.4,7,0.0,0,,,,,,
0_1_3_15_21_15_9_4_22_15_16_3_20_5_9_9,bl_2,15,14,7,0.9222222222222224,1.8666666666666667,3.6,12,0.0,0,,,,,,
0_1_12_16_12_2_2_9_8_22_8_4_15_8_6_16_17_14_4_14_4_17_20_8_4_5_19_8_8_5,bl_2,44,43,8,0.9301948051948052,1.9545454545454544,4.136363636363637,41,0.0,0,,,,,,
0_1_7_13_17_11_21_4_15_15_4_17_5_2_3_5_18_8_8_8_8,bl_2,24,23,8,0.9285714285714286,1.9166666666666667,4.0,21,0.0,0,,,,,,
0_1_16_13_7_10_6_2_2_16_9_19_8_20_20,bl_2,27,26,8,0.9444444444444444,1.9259259259259256,4.222222222222222,24,0.0,0,,,,,,
0_1_22_8_15_16_13_3_2_8_14_5_6_20,bl_2,20,19,9,0.928125,1.9,4.0,17,0.0,0,,,,,,
0_1_7_17_10_21_2_16_10_5_17_9_2_9_14_9_5_20,bl_2,30,29,8,0.9476190476190476,1.933333333333333,4.2,27,0.0,0,,,,,,
0_1_15_3_22_17_12_21_9_19_9_4_5_2_15_8_20_20_17_9,bl_2,25,24,8,0.9342857142857144,1.92,4.0,22,0.0,0,,,,,,
0_1_6_16_7_11_2_20_12_9_14_2_16_9_5,bl_2,27,26,8,0.9444444444444444,1.9259259259259256,4.222222222222222,24,0.0,0,,,,,,
0_1_14_11_3_21_9_3_20_12_7_15,bl_2,10,9,8,0.9142857142857144,1.8,3.4,7,0.0,0,,,,,,
0_1_3_22_21_16_3_20_17_4_5_17_8_18_8_9,bl_2,15,14,7,0.9222222222222224,1.8666666666666667,3.6,12,0.0,0,,,,,,
0_1_21_4_15_10_22_20_15_5_16_18_2_17_2_19_9_20_8_9_20_9_8,bl_2,35,34,7,0.9428571428571428,1.9428571428571428,4.171428571428572,32,0.0,0,,,,,,
0_1_22_12_4_20_19_9_21_16_5_9_18_19_3_3_9,bl_2,15,14,7,0.9222222222222224,1.8666666666666667,3.6,12,0.0,0,,,,,,
0_1_15_11_12_21_9_20_19_3_3_7,bl_2,10,9,8,0.9142857142857144,1.8,3.4,7,0.0,0,,,,,,
0_1_2_11_4_16_22_18_2_16_19_14_5_20_4_4_21_15_16_4_16_16_4_9_18_20_20_9_8_9_9_9_9_9_8,bl_2,51,50,7,0.9215686274509804,1.96078431372549,4.117647058823529,48,0.0,0,,,,,,
0_1_18_12_6_22_8_14_20_3_2_17_4_4_15_20_17_9_9_8,bl_2,28,27,9,0.921875,1.9285714285714288,4.0,25,0.0,0,,,,,,
0_1_11_21_14_2_2_9_11_19_17_22_5_20_18_9_15_5_4_14_4_17_8_20_8_8_8,bl_2,37,36,7,0.9391891891891893,1.945945945945946,4.162162162162162,34,0.0,0,,,,,,
0_1_3_17_22_8_10_18_4_21_18_16_9_2_5_17_5_5_8_8,bl_2,25,24,7,0.94,1.92,4.0,22,0.0,0,,,,,,
0_1_2_19_15_7_10_9_13_2_16_9_5_21_18_4_4_16_5_16_5_9_9_8,bl_2,36,35,7,0.9467592592592592,1.9444444444444444,4.166666666666667,33,0.0,0,,,,,,
0_1_21_13_16_16_8_22_18_3_9_20_3_4_16_9_4_20_19_8,bl_2,17,16,6,0.9470588235294116,1.8823529411764703,3.647058823529412,14,0.0,0,,,,,,
0_1_22_10_16_14_21_3_15_8_8_3_20_20,bl_2,13,12,6,0.9615384615384616,1.8461538461538465,3.5384615384615383,10,0.0,0,,,,,,
0_1_6_11_22_19_8_14_5_2_15_20_3_8,bl_2,20,19,9,0.928125,1.9,4.0,17,0.0,0,,,,,,
0_1_18_11_12_21_18_22_19_5_20_2_18_2_16_4_9_8_15_5_5_9_9_8,bl_2,37,36,7,0.9391891891891893,1.945945945945946,4.162162162162162,34,0.0,0,,,,,,
0_1_2_7_15_4_11_2_8_13_20_5_6_19_14_17_8_8,bl_2,31,30,8,0.9377880184331796,1.935483870967742,4.193548387096774,28,0.0,0,,,,,,
0_1_22_15_15_5_8_2_9_3_15_12_21_16_4_4_19_19_9_4_18_8_20_8_4_8_17_8_4_17_9_4_14_8_5,bl_2,45,44,8,0.9158730158730158,1.9555555555555555,4.0,42,0.0,0,,,,,,
0_1_2_14_16_21_11_4_17_9_3_15_4_16_9_8_7_4_16_4_20_14_8_4_20_19_8_8_8,bl_2,36,35,9,0.9184027777777778,1.9444444444444444,4.0,33,0.0,0,,,,,,
0_1_22_13_17_21_9_20_16_17_8_5_2_15_3_9_20,bl_2,23,22,8,0.937888198757764,1.9130434782608696,4.0,20,0.0,0,,,,,,
0_1_17_7_6_11_10_3_3,bl_2,7,6,4,1.0476190476190477,1.7142857142857142,3.142857142857143,4,0.0,0,,,,,,
0_1_21_8_13_19_16_20_2_19_3_4_14_5_22_15_9_5_9_9,bl_2,27,26,8,0.9312169312169312,1.9259259259259256,4.0,24,0.0,0,,,,,,
0_1_14_11_10_21_15_5_9_3_3_22_9_18_4_15_4_5_8_14_8,bl_2,17,16,6,0.923529411764706,1.8823529411764703,3.647058823529412,14,0.0,0,,,,,,
0_1_21_22_16_2_15_9_9_3_17_16_5_20_8_20,bl_2,23,22,8,0.937888198757764,1.9130434782608696,4.0,20,0.0,0,,,,,,
0_1_7_10_11_3_14_3_21_16_20_8,bl_2,10,9,8,0.9142857142857144,1.8,3.4,7,0.0,0,,,,,,
0_1_17_3_7_11_6_12_2_5_9_19,bl_2,17,16,8,0.9117647058823528,1.8823529411764703,4.0,14,0.0,0,,,,,,
0_1_19_3_22_12_4_17_3_18_4_18_20_8_6_9_8,bl_2,14,13,8,0.9081632653061223,1.8571428571428568,3.571428571428572,11,0.0,0,,,,,,
0_1_21_22_8_20_17_4_19_2_3_4_9_9_14_18_19_4_15_19_4_9_17_8_9_20_4_16_8_9_20,bl_2,37,36,7,0.9391891891891893,1.945945945945946,4.0,34,0.0,0,,,,,,
0_1_11_14_22_5_8_17_6_3_2_5_19_8,bl_2,20,19,8,0.9285714285714286,1.9,4.0,17,0.0,0,,,,,,
0_1_12_16_7_3_6_10_2_15_4_8_16_9_20,bl_2,21,20,9,0.9136904761904762,1.9047619047619049,4.0,18,0.0,0,,,,,,
0_1_12_11_15_22_14_2_19_21_2_18_14_9_20_4_4_8_8_4_8_16_15_20_8_19_9_4_9_4_17_8_20_5_14_9,bl_2,51,50,7,0.9215686274509804,1.96078431372549,4.117647058823529,48,0.0,0,,,,,,
0_1_13_17_12_3_6_22_18_4_17_4_16_9_2_18_20_20_8_8_9,bl_2,24,23,9,0.9244791666666666,1.9166666666666667,4.0,21,0.0,0,,,,,,
0_1_13_12_7_21_3_5_17_16_2_4_9_5_16_18_8_8,bl_2,24,23,8,0.9285714285714286,1.9166666666666667,4.0,21,0.0,0,,,,,,
